comentario,calificacion,codigo,Enlace,Sitio Web,Marca,Modelo estandar,Precio,comentario_limpio,comentario_limpio_sin_lematizar,Calificacion Predicha,Sentimiento,Comentario_Negativo,Comentario_Positivo,Temas
El mejor celular que existe en cuanto calidad y precio,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,mejor celular existe cuanto calidad precio,El mejor celular que existe en cuanto calidad y precio,5,Positivo,0,1,['Precio']
Excelente calidad y cuenta con unas súper características como la cámara y capacidad,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,excelente calidad cuenta unas super caracteristicas camara capacidad,Excelente calidad y cuenta con unas super caracteristicas como la camara y capacidad,5,Positivo,0,1,"['Cámara', 'Rendimiento']"
Es exactamente como se pidio,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,exactamente pidio,Es exactamente como se pidio,5,Positivo,0,1,[]
Excelente calidad y precio,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,excelente calidad precio,Excelente calidad y precio,5,Positivo,0,1,"['Cámara', 'Precio']"
Buenas calidad,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,buenas calidad,Buenas calidad,5,Positivo,0,1,[]
El producto es exactamente igual a las fotos y son las mismas caracteristicas. La entrega fue muy rapida!,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,producto exactamente igual fotos mismas caracteristicas entrega muy rapida,El producto es exactamente igual a las fotos y son las mismas caracteristicas La entrega fue muy rapida,5,Positivo,0,1,['Cámara']
"Es perfecto. Tu tamaño. La calidad, la potencia su cámara y su precio El mejor teléfono gama media del 2024",5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,perfecto tamaño calidad potencia camara precio mejor telefono gama medium,Es perfecto Tu tamaño La calidad la potencia su camara y su precio El mejor telefono gama media del ,5,Positivo,0,1,"['Precio', 'Rendimiento', 'Pantalla']"
"Fue muy buena la experiencia, llego muy rápido y está muy bonito el producto",5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,muy buena experiencia llego muy rapido muy bonito producto,Fue muy buena la experiencia llego muy rapido y esta muy bonito el producto,5,Positivo,0,1,[]
Es exactamente igual a la foto y las mismas especificaciones que estaban descritas.,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,exactamente igual foto mismas especificaciones descritas,Es exactamente igual a la foto y las mismas especificaciones que estaban descritas,5,Positivo,0,1,[]
Igual a lo esperado y la calidad es excelente,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,igual esperado calidad excelente,Igual a lo esperado y la calidad es excelente,5,Positivo,0,1,['Cámara']
Si el producto es exactamente igual al de la página,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,si producto exactamente igual pagina,Si el producto es exactamente igual al de la pagina,1,Negativo,1,0,[]
"Es igual al de la foto, y de muy buena calidad",5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,igual foto muy buena calidad,Es igual al de la foto y de muy buena calidad,5,Positivo,0,1,[]
Es de muy buena calidad,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,muy buena calidad,Es de muy buena calidad,5,Positivo,0,1,[]
"Excelente producto, cumple con todas las especificaciones",5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,excelente producto cumple toda especificaciones,Excelente producto cumple con todas las especificaciones,5,Positivo,0,1,['Cámara']
"Excelente producto, rompió con todas mis espectativas ...le doy 10/10",5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,excelente producto rompio toda expectativas doy,Excelente producto rompio con todas mis expectativas le doy  ,5,Positivo,0,1,['Cámara']
Excelente celular. Su relación precio- calidad es insuperable.El envío súper rápido. Felicitaciones.,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,excelente celular relacion precio calidad insuperable envio super rapido felicitaciones,Excelente celular Su relacion precio calidad es insuperable El envio super rapido Felicitaciones,5,Positivo,0,1,"['Cámara', 'Precio']"
Corresponde al producto,4,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,corresponde producto,Corresponde al producto,5,Positivo,0,1,['Rendimiento']
Exelente producto era lo que esperaba recibir.,4,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,exelente producto esperaba recibir,Exelente producto era lo que esperaba recibir,5,Positivo,0,1,['Cámara']
"El teléfono ha estado muy bien, solo he tenido inconvenientes con algunas aplicaciones, pero todo va de maravilla",4,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,telefono muy bien solo inconvenientes aplicaciones va maravilla,El telefono ha estado muy bien solo he tenido inconvenientes con algunas aplicaciones pero todo va de maravilla,4,Positivo,0,1,['Rendimiento']
"La batería dura menos de 13 horas y es una terrible desventaja. Se supone que la batería es de 5.000 miliamperios, pero no dura las 24 horas que dice en la publicidad del teléfono.",4,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,bateria dura menos horas terrible desventaja supone bateria miliamperios no dura horas dice publicidad telefono,La bateria dura menos de  horas y es una terrible desventaja Se supone que la bateria es de   miliamperios pero no dura las  horas que dice en la publicidad del telefono,1,Negativo,1,0,['Batería']
"Buena calidad, falta más resolución de las cámaras.",3,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,buena calidad falta ma resolucion camaras,Buena calidad falta mas resolucion de las camaras,4,Positivo,0,1,[]
El Tamaño corresponde muy buena calidad,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,tamaño corresponde muy buena calidad,El Tamaño corresponde muy buena calidad,5,Positivo,0,1,"['Rendimiento', 'Pantalla']"
"El teléfono se recibió a conformidad, como se describe en la descripción del producto. La entrega fue de un día para otro, todo bien.",5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,telefono recibio conformidad describe descripcion producto entrega dia bien,El telefono se recibio a conformidad como se describe en la descripcion del producto La entrega fue de un dia para otro todo bien,5,Positivo,0,1,[]
Buena,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,buena,Buena,4,Positivo,0,1,[]
Es bastante rápido y tiene buena camara,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,bastante rapido buena camara,Es bastante rapido y tiene buena camara,4,Positivo,0,1,[]
Si igual como se ve y se ve de buena calidad,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,si igual ve ve buena calidad,Si igual como se ve y se ve de buena calidad,4,Positivo,0,1,[]
"Mi primer gama media -alta llegó muy bien en su caja totalmente sellada, el color amarillo es hermoso recomendado ,posdata..no me llego la factura física estoy esperando aun la eletronica",5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,primer gama medium alta llego muy bien caja totalmente sellada color amarillo hermoso recomendado posdata no llego factura fisica esperando aun eletronica,Mi primer gama media alta llego muy bien en su caja totalmente sellada el color amarillo es hermoso recomendado posdata no me llego la factura fisica estoy esperando aun la eletronica,4,Positivo,0,1,[]
"Todo perfecto, llegó intacto y buen funcionamiento, estoy muy feliz con el celular adquirido",5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,perfecto llego intacto buen funcionamiento muy feliz celular adquirido,Todo perfecto llego intacto y buen funcionamiento estoy muy feliz con el celular adquirido,5,Positivo,0,1,[]
Todo cumple con la descripción,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,cumple descripcion,Todo cumple con la descripcion,4,Positivo,0,1,[]
Super Era lo que esperaba gracias,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,super esperaba gracias,Super Era lo que esperaba gracias,5,Positivo,0,1,[]
"Es tal como dice en la descripción, super genial, y su fluides en muy buena es perfecto para mis transmisiónes en vivo en tiktok. Gracias que buen celular.",5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,tal dice descripcion super genial fluides muy buena perfecto transmisiones vivo tiktok gracias buen celular,Es tal como dice en la descripcion super genial y su fluides en muy buena es perfecto para mis transmisiones en vivo en tiktok Gracias que buen celular,5,Positivo,0,1,[]
"Igual a la foto, tamaño adecuado, buen procesador, fotografía adecuada.",5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,igual foto tamaño adecuado buen procesador fotografia adecuada,Igual a la foto tamaño adecuado buen procesador fotografia adecuada,4,Positivo,0,1,"['Rendimiento', 'Pantalla']"
"Igual a la foto, excelente teléfono llegó perfecto y funciona de igual manera...",5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,igual foto excelente telefono llego perfecto funciona igual manera,Igual a la foto excelente telefono llego perfecto y funciona de igual manera,5,Positivo,0,1,['Cámara']
Excelente calidad,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,excelente calidad,Excelente calidad,5,Positivo,0,1,['Cámara']
Hermoso,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,hermoso,Hermoso,5,Positivo,0,1,[]
Tamaño correcto Muy buena calidad El color ideal,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,tamaño correcto muy buena calidad color ideal,Tamaño correcto Muy buena calidad El color ideal,5,Positivo,0,1,"['Rendimiento', 'Pantalla']"
Llego el dispositivo correcto y en buen tiempo de entrega,5,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,llego dispositivo correcto buen tiempo entrega,Llego el dispositivo correcto y en buen tiempo de entrega,4,Positivo,0,1,['Rendimiento']
"El celular es igual que el de la foto, algo negativo es que la batería ni dura mucho",4,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,celular igual foto negativo bateria dura mucho,El celular es igual que el de la foto algo negativo es que la bateria ni dura mucho,3,Neutro,1,0,['Batería']
"Es lo que estaba esperando, buena calidad precio accesible estoy conforme con la compra",4,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,esperando buena calidad precio accesible conforme compra,Es lo que estaba esperando buena calidad precio accesible estoy conforme con la compra,4,Positivo,0,1,['Precio']
Tamaño según las especificaciones de buena calidad lo único malo es que hay algunas aplicaciones mal optimizadas y drenan demasiado la batería,4,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,tamaño segun especificaciones buena calidad unico malo aplicaciones mal optimizadas drenan demasiado bateria,Tamaño segun las especificaciones de buena calidad lo unico malo es que hay algunas aplicaciones mal optimizadas y drenan demasiado la bateria,3,Neutro,1,0,"['Rendimiento', 'Pantalla']"
Las descripción es precisa en cuando a dimensiones,4,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,descripcion precisa dimensiones,Las descripcion es precisa en cuando a dimensiones,4,Positivo,0,1,[]
"El producto corresponde pero se robaron el convertidor del cargador, en la caja trae el espacio donde deberia estar pero no lo traite.. El. Producto es bueno pero el vendedor pauperrimo.",3,FX2,https://www.falabella.com.co/falabella-co/product/127913775/Celular-Xiaomi-Poco-X6-Pro-5G-512Gb-12Ram-64Mp-Amarillo/127913776,falabella,Xiaomi,Xiaomi Poco X6 Pro,1449900,producto corresponde robaron convertidor cargador caja trae espacio deberia no traite producto bueno vendedor pauperrimo,El producto corresponde pero se robaron el convertidor del cargador en la caja trae el espacio donde deberia estar pero no lo traite El Producto es bueno pero el vendedor pauperrimo,1,Negativo,1,0,"['Batería', 'Rendimiento']"
"El tamaño es perfecto, la calidad de construcción me ha parecido de primera. Las cámaras son magníficas y la carga ultra rápida es de lo mejor, entre muchas otras cosas. Excelente costo-beneficio.",5,FX4,https://www.falabella.com.co/falabella-co/product/128104744/Celular-Xiaomi-Redmi-Note-13-PRO-PLUS-5G-512GB-12GB-RAM-Negro/128104745,falabella,Xiaomi,Xiaomi Redmi Note 13 Pro Plus,2199900,tamaño perfecto calidad construccion parecido primera camaras magnificas carga ultra rapida mejor muchas cosas excelente costo beneficio,El tamaño es perfecto la calidad de construccion me ha parecido de primera Las camaras son magnificas y la carga ultra rapida es de lo mejor entre muchas otras cosas Excelente costo beneficio,5,Positivo,0,1,"['Cámara', 'Batería', 'Precio', 'Pantalla']"
